Weapon_Name,Sub_Weapon,Special_Weapon,Class,Weapon_Img,Sub_Img,Special_Img,Class_Img,Special_Points,Opening Gambit,Last-Ditch Effort,Ninja Squid,Respawn Punisher,Haunt,Tenacity,Thermal Ink,Object Shredder,Drop Roller,Stealth Jump,Comeback,Special Saver,Quick Super Jump,Sub Power Up,Ink Recovery Up,Special Charge Up,Ink Saver (Main),Intensify Action,Swim Speed Up,Ink Saver (Sub),Special Power Up,Ink Resistance Up,Quick Respawn,Sub Resistance Up,Run Speed Up,Build_Count
Glooga Dualies,Splash Wall,Booyah Bomb,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/99/S3_Weapon_Main_Glooga_Dualies.png/256px-S3_Weapon_Main_Glooga_Dualies.png,https://cdn.wikimg.net/en/splatoonwiki/images/e/e8/S3_Weapon_Sub_Splash_Wall_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/0/00/S3_Weapon_Special_Booyah_Bomb.png/120px-S3_Weapon_Special_Booyah_Bomb.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,180.0,0.0,0.12236286919831224,0.012658227848101266,0.004219409282700422,0.02531645569620253,0.012658227848101266,0.008438818565400843,0.0,0.004219409282700422,0.9409282700421941,0.5864978902953587,2.7763713080168775,3.789029535864979,0.43037974683544306,1.9156118143459915,1.8818565400843883,5.160337552742616,0.4978902953586498,4.7974683544303796,0.8059071729957806,0.48945147679324896,2.2067510548523206,13.654008438818565,1.3291139240506329,0.09282700421940929,237
Glooga Dualies Deco,Point Sensor,Trizooka,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/56/S3_Weapon_Main_Glooga_Dualies_Deco.png/256px-S3_Weapon_Main_Glooga_Dualies_Deco.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/dd/S3_Weapon_Sub_Point_Sensor_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/93/S3_Weapon_Special_Trizooka.png/120px-S3_Weapon_Special_Trizooka.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,190.0,0.04184100418410042,0.08368200836820083,0.02092050209205021,0.0,0.016736401673640166,0.008368200836820083,0.008368200836820083,0.0,0.016736401673640166,0.9288702928870293,0.5857740585774058,3.414225941422594,3.481171548117155,1.1757322175732217,1.397489539748954,4.405857740585774,5.326359832635983,0.6359832635983264,5.150627615062762,0.4686192468619247,0.3389121338912134,2.1380753138075312,10.790794979079498,0.9539748953974896,0.20920502092050208,239
Gold Dynamo Roller,Splat Bomb,Super Chump,Roller,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/f8/S3_Weapon_Main_Gold_Dynamo_Roller.png/256px-S3_Weapon_Main_Gold_Dynamo_Roller.png,https://cdn.wikimg.net/en/splatoonwiki/images/8/81/S3_Weapon_Sub_Splat_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/8c/S3_Weapon_Special_Super_Chump.png/120px-S3_Weapon_Special_Super_Chump.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fb/S3_Icon_Roller.png/120px-S3_Icon_Roller.png,180.0,0.016666666666666666,0.29583333333333334,0.09583333333333334,0.0125,0.016666666666666666,0.008333333333333333,0.025,0.004166666666666667,0.016666666666666666,0.7416666666666667,0.3375,1.5708333333333333,3.7583333333333333,0.3416666666666667,1.65,3.0083333333333333,10.266666666666667,0.19166666666666668,8.558333333333334,2.075,0.9166666666666666,2.683333333333333,3.7041666666666666,1.7708333333333333,0.7958333333333333,240
Goo Tuber,Torpedo,Tenta Missiles,Charger,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/8a/S3_Weapon_Main_Goo_Tuber.png/256px-S3_Weapon_Main_Goo_Tuber.png,https://cdn.wikimg.net/en/splatoonwiki/images/0/06/S3_Weapon_Sub_Torpedo_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/3/3b/S3_Weapon_Special_Tenta_Missiles.png/120px-S3_Weapon_Special_Tenta_Missiles.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/a0/S3_Icon_Charger.png/120px-S3_Icon_Charger.png,200.0,0.02586206896551724,0.4870689655172414,0.017241379310344827,0.04741379310344827,0.04310344827586207,0.034482758620689655,0.004310344827586207,0.09051724137931035,0.03017241379310345,0.27155172413793105,0.06465517241379311,2.7413793103448274,3.103448275862069,0.8879310344827587,1.7241379310344827,9.836206896551724,2.8577586206896552,1.1594827586206897,9.09051724137931,5.745689655172414,1.3146551724137931,2.918103448275862,1.4224137931034482,1.625,1.4094827586206897,232
H-3 Nozzlenose,Point Sensor,Tacticooler,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5a/S3_Weapon_Main_H-3_Nozzlenose.png/256px-S3_Weapon_Main_H-3_Nozzlenose.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/dd/S3_Weapon_Sub_Point_Sensor_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c0/S3_Weapon_Special_Tacticooler.png/120px-S3_Weapon_Special_Tacticooler.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,190.0,0.04219409282700422,0.22362869198312235,0.012658227848101266,0.016877637130801686,0.0379746835443038,0.008438818565400843,0.016877637130801686,0.016877637130801686,0.008438818565400843,0.7890295358649789,0.20253164556962025,2.088607594936709,3.4683544303797467,2.2489451476793247,1.5147679324894514,9.738396624472573,2.6582278481012658,0.4050632911392405,6.265822784810126,0.810126582278481,5.109704641350211,3.147679324894515,2.827004219409283,1.738396624472574,1.2236286919831223,237
H-3 Nozzlenose D,Splash Wall,Big Bubbler,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/3/31/S3_Weapon_Main_H-3_Nozzlenose_D.png/256px-S3_Weapon_Main_H-3_Nozzlenose_D.png,https://cdn.wikimg.net/en/splatoonwiki/images/e/e8/S3_Weapon_Sub_Splash_Wall_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/ef/S3_Weapon_Special_Big_Bubbler.png/120px-S3_Weapon_Special_Big_Bubbler.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,200.0,0.005235602094240838,0.13089005235602094,0.005235602094240838,0.0,0.02617801047120419,0.0,0.005235602094240838,0.03664921465968586,0.005235602094240838,0.837696335078534,0.2879581151832461,2.5340314136125652,3.8534031413612566,0.7329842931937173,2.3403141361256545,8.06806282722513,4.696335078534031,0.2617801047120419,8.424083769633508,1.5759162303664922,0.6492146596858639,3.654450261780105,3.93717277486911,1.8534031413612566,1.0157068062827226,191
Heavy Edit Splatling,Curling Bomb,Tacticooler,Splatling,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/24/S3_Weapon_Main_Heavy_Edit_Splatling.png/256px-S3_Weapon_Main_Heavy_Edit_Splatling.png,https://cdn.wikimg.net/en/splatoonwiki/images/1/11/S3_Weapon_Sub_Curling_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c0/S3_Weapon_Special_Tacticooler.png/120px-S3_Weapon_Special_Tacticooler.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/af/S3_Icon_Splatling.png/120px-S3_Icon_Splatling.png,200.0,0.02100840336134454,0.02100840336134454,0.0,0.0,0.0,0.0,0.004201680672268907,0.03361344537815126,0.0,0.7605042016806722,0.029411764705882353,1.1932773109243697,3.5798319327731094,0.025210084033613446,0.1638655462184874,8.869747899159664,0.4579831932773109,1.5252100840336134,0.453781512605042,0.05042016806722689,8.533613445378151,4.340336134453781,0.0546218487394958,1.6176470588235294,17.436974789915965,238
Heavy Edit Splatling Nouveau,Splat Bomb,Crab Tank,Splatling,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/aa/S3_Weapon_Main_Heavy_Edit_Splatling_Nouveau.png/256px-S3_Weapon_Main_Heavy_Edit_Splatling_Nouveau.png,https://cdn.wikimg.net/en/splatoonwiki/images/8/81/S3_Weapon_Sub_Splat_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/88/S3_Weapon_Special_Crab_Tank.png/120px-S3_Weapon_Special_Crab_Tank.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/af/S3_Icon_Splatling.png/120px-S3_Icon_Splatling.png,210.0,0.008583690987124463,0.07296137339055794,0.0,0.004291845493562232,0.008583690987124463,0.0,0.008583690987124463,0.060085836909871244,0.004291845493562232,0.721030042918455,0.034334763948497854,1.8025751072961373,3.0686695278969958,0.1630901287553648,0.45064377682403434,7.227467811158799,0.703862660944206,2.218884120171674,2.124463519313305,0.6051502145922747,1.9313304721030042,5.1072961373390555,0.02575107296137339,1.2918454935622317,21.051502145922747,233
Heavy Splatling,Sprinkler,Wave Breaker,Splatling,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5e/S3_Weapon_Main_Heavy_Splatling.png/256px-S3_Weapon_Main_Heavy_Splatling.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/de/S3_Weapon_Sub_Sprinkler_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/67/S3_Weapon_Special_Wave_Breaker.png/120px-S3_Weapon_Special_Wave_Breaker.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/af/S3_Icon_Splatling.png/120px-S3_Icon_Splatling.png,200.0,0.0048543689320388345,0.10194174757281553,0.0,0.019417475728155338,0.014563106796116505,0.024271844660194174,0.0048543689320388345,0.18446601941747573,0.0048543689320388345,0.17475728155339806,0.019417475728155338,0.8883495145631068,2.970873786407767,0.19902912621359223,0.6553398058252428,2.878640776699029,1.441747572815534,3.9805825242718447,2.70873786407767,0.25728155339805825,1.4951456310679612,6.762135922330097,0.22815533980582525,1.8349514563106797,25.16504854368932,206
Heavy Splatling Deco,Point Sensor,Kraken Royale,Splatling,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fc/S3_Weapon_Main_Heavy_Splatling_Deco.png/256px-S3_Weapon_Main_Heavy_Splatling_Deco.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/dd/S3_Weapon_Sub_Point_Sensor_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c1/S3_Weapon_Special_Kraken_Royale.png/120px-S3_Weapon_Special_Kraken_Royale.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/af/S3_Icon_Splatling.png/120px-S3_Icon_Splatling.png,200.0,0.023148148148148147,0.041666666666666664,0.004629629629629629,0.013888888888888888,0.023148148148148147,0.018518518518518517,0.013888888888888888,0.2175925925925926,0.009259259259259259,0.17592592592592593,0.018518518518518517,1.2037037037037037,2.7962962962962963,0.3287037037037037,0.5972222222222222,2.4768518518518516,1.0231481481481481,3.1805555555555554,2.4537037037037037,0.30092592592592593,5.148148148148148,5.736111111111111,0.28703703703703703,1.3518518518518519,24.51388888888889,216
Hydra Splatling,Autobomb,Booyah Bomb,Splatling,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/d/d1/S3_Weapon_Main_Hydra_Splatling.png/256px-S3_Weapon_Main_Hydra_Splatling.png,https://cdn.wikimg.net/en/splatoonwiki/images/6/6d/S3_Weapon_Sub_Autobomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/0/00/S3_Weapon_Special_Booyah_Bomb.png/120px-S3_Weapon_Special_Booyah_Bomb.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/af/S3_Icon_Splatling.png/120px-S3_Icon_Splatling.png,190.0,0.010101010101010102,0.07575757575757576,0.0,0.13131313131313133,0.015151515151515152,0.1111111111111111,0.07575757575757576,0.3181818181818182,0.030303030303030304,0.09090909090909091,0.020202020202020204,0.494949494949495,3.292929292929293,0.06060606060606061,1.0606060606060606,1.6818181818181819,2.7626262626262625,3.101010101010101,5.03030303030303,0.5,0.46464646464646464,4.3232323232323235,0.18686868686868688,1.9545454545454546,23.2979797979798,198
Inkbrush,Splat Bomb,Killer Wail 5.1,Brush,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/4/4a/S3_Weapon_Main_Inkbrush.png/256px-S3_Weapon_Main_Inkbrush.png,https://cdn.wikimg.net/en/splatoonwiki/images/8/81/S3_Weapon_Sub_Splat_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/1a/S3_Weapon_Special_Killer_Wail_5.1.png/120px-S3_Weapon_Special_Killer_Wail_5.1.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/77/S3_Icon_Brush.png/120px-S3_Icon_Brush.png,180.0,0.012605042016806723,0.1092436974789916,0.31092436974789917,0.0,0.012605042016806723,0.008403361344537815,0.008403361344537815,0.008403361344537815,0.05042016806722689,0.8067226890756303,0.5210084033613446,2.134453781512605,4.390756302521009,0.5672268907563025,0.7521008403361344,2.2058823529411766,1.0252100840336134,0.16806722689075632,6.861344537815126,2.399159663865546,2.4243697478991595,1.4747899159663866,12.100840336134453,1.4747899159663866,0.5336134453781513,238
Inkbrush Nouveau,Ink Mine,Ultra Stamp,Brush,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2e/S3_Weapon_Main_Inkbrush_Nouveau.png/256px-S3_Weapon_Main_Inkbrush_Nouveau.png,https://cdn.wikimg.net/en/splatoonwiki/images/9/90/S3_Weapon_Sub_Ink_Mine_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/70/S3_Weapon_Special_Ultra_Stamp.png/120px-S3_Weapon_Special_Ultra_Stamp.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/77/S3_Icon_Brush.png/120px-S3_Icon_Brush.png,180.0,0.008403361344537815,0.03361344537815126,0.23109243697478993,0.008403361344537815,0.046218487394957986,0.004201680672268907,0.0,0.012605042016806723,0.029411764705882353,0.819327731092437,0.46218487394957986,1.819327731092437,4.953781512605042,0.6932773109243697,0.7352941176470589,1.5126050420168067,1.6932773109243697,0.16806722689075632,4.663865546218488,0.8571428571428571,1.2394957983193278,1.5546218487394958,18.83613445378151,1.3319327731092436,0.3865546218487395,238
Inkline Tri-Stringer,Sprinkler,Super Chump,Stringer,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/f4/S3_Weapon_Main_Inkline_Tri-Stringer.png/256px-S3_Weapon_Main_Inkline_Tri-Stringer.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/de/S3_Weapon_Sub_Sprinkler_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/8c/S3_Weapon_Special_Super_Chump.png/120px-S3_Weapon_Special_Super_Chump.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/60/S3_Icon_Stringer.png/120px-S3_Icon_Stringer.png,190.0,0.0125,0.4125,0.008333333333333333,0.029166666666666667,0.020833333333333332,0.025,0.20833333333333334,0.38333333333333336,0.0125,0.14166666666666666,0.004166666666666667,1.25,3.5541666666666667,0.45,1.3416666666666666,6.766666666666667,5.608333333333333,0.2625,5.304166666666666,0.7666666666666667,2.5833333333333335,2.783333333333333,0.6125,1.8625,11.270833333333334,240
Jet Squelcher,Angle Shooter,Ink Vac,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/69/S3_Weapon_Main_Jet_Squelcher.png/256px-S3_Weapon_Main_Jet_Squelcher.png,https://cdn.wikimg.net/en/splatoonwiki/images/3/3a/S3_Weapon_Sub_Angle_Shooter_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/cf/S3_Weapon_Special_Ink_Vac.png/120px-S3_Weapon_Special_Ink_Vac.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,180.0,0.01293103448275862,0.3448275862068966,0.008620689655172414,0.03017241379310345,0.008620689655172414,0.02586206896551724,0.11206896551724138,0.3879310344827586,0.008620689655172414,0.2025862068965517,0.03879310344827586,1.7112068965517242,3.163793103448276,0.6336206896551724,1.7543103448275863,10.155172413793103,3.771551724137931,6.375,4.849137931034483,1.5258620689655173,2.6336206896551726,2.75,0.7370689655172413,1.7413793103448276,3.3879310344827585,232
Krak-On Splat Roller,Squid Beakon,Kraken Royale,Roller,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/6/60/S3_Weapon_Main_Krak-On_Splat_Roller.png/256px-S3_Weapon_Main_Krak-On_Splat_Roller.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f1/S3_Weapon_Sub_Squid_Beakon_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c1/S3_Weapon_Special_Kraken_Royale.png/120px-S3_Weapon_Special_Kraken_Royale.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/fb/S3_Icon_Roller.png/120px-S3_Icon_Roller.png,180.0,0.004273504273504274,0.038461538461538464,0.6495726495726496,0.0,0.0,0.01282051282051282,0.01282051282051282,0.02564102564102564,0.05982905982905983,0.6025641025641025,0.23504273504273504,2.8205128205128207,4.495726495726496,6.457264957264957,1.0,3.786324786324786,1.3846153846153846,0.2948717948717949,10.58974358974359,0.5811965811965812,2.0256410256410255,2.286324786324786,2.700854700854701,1.6752136752136753,0.49145299145299143,234
L-3 Nozzlenose,Curling Bomb,Crab Tank,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/2/2c/S3_Weapon_Main_L-3_Nozzlenose.png/256px-S3_Weapon_Main_L-3_Nozzlenose.png,https://cdn.wikimg.net/en/splatoonwiki/images/1/11/S3_Weapon_Sub_Curling_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/88/S3_Weapon_Special_Crab_Tank.png/120px-S3_Weapon_Special_Crab_Tank.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,190.0,0.0,0.12568306010928962,0.1366120218579235,0.0,0.02185792349726776,0.01092896174863388,0.01092896174863388,0.08743169398907104,0.02185792349726776,0.6830601092896175,0.20218579234972678,1.8524590163934427,3.158469945355191,0.5737704918032787,0.9781420765027322,5.617486338797814,0.8961748633879781,6.972677595628415,7.475409836065574,1.1256830601092895,0.5628415300546448,3.185792349726776,1.3169398907103824,1.8633879781420766,8.415300546448087,183
L-3 Nozzlenose D,Burst Bomb,Ultra Stamp,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/ff/S3_Weapon_Main_L-3_Nozzlenose_D.png/256px-S3_Weapon_Main_L-3_Nozzlenose_D.png,https://cdn.wikimg.net/en/splatoonwiki/images/3/3a/S3_Weapon_Sub_Burst_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/70/S3_Weapon_Special_Ultra_Stamp.png/120px-S3_Weapon_Special_Ultra_Stamp.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,200.0,0.03361344537815126,0.10084033613445378,0.029411764705882353,0.004201680672268907,0.012605042016806723,0.012605042016806723,0.004201680672268907,0.03361344537815126,0.01680672268907563,0.7773109243697479,0.40756302521008403,1.180672268907563,2.6134453781512605,3.302521008403361,1.7142857142857142,1.3781512605042017,1.0294117647058822,6.180672268907563,6.647058823529412,2.2058823529411766,0.6638655462184874,2.9831932773109244,2.8445378151260505,1.4621848739495797,8.466386554621849,238
Light Tetra Dualies,Sprinkler,Zipcaster,Dualie,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/86/S3_Weapon_Main_Light_Tetra_Dualies.png/256px-S3_Weapon_Main_Light_Tetra_Dualies.png,https://cdn.wikimg.net/en/splatoonwiki/images/d/de/S3_Weapon_Sub_Sprinkler_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/96/S3_Weapon_Special_Zipcaster.png/120px-S3_Weapon_Special_Zipcaster.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/b/b5/S3_Icon_Dualie.png/120px-S3_Icon_Dualie.png,190.0,0.0041841004184100415,0.0,0.016736401673640166,0.0041841004184100415,0.06276150627615062,0.008368200836820083,0.0041841004184100415,0.0,0.029288702928870293,0.9456066945606695,0.4393305439330544,2.6150627615062763,4.648535564853557,0.09205020920502092,0.28451882845188287,0.48535564853556484,0.7447698744769874,0.28451882845188287,1.7489539748953975,0.19665271966527198,3.7364016736401675,1.6443514644351465,24.435146443514643,0.7949790794979079,0.14225941422594143,239
Luna Blaster,Splat Bomb,Zipcaster,Blaster,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/59/S3_Weapon_Main_Luna_Blaster.png/256px-S3_Weapon_Main_Luna_Blaster.png,https://cdn.wikimg.net/en/splatoonwiki/images/8/81/S3_Weapon_Sub_Splat_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/96/S3_Weapon_Special_Zipcaster.png/120px-S3_Weapon_Special_Zipcaster.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5b/S3_Icon_Blaster.png/120px-S3_Icon_Blaster.png,170.0,0.05485232067510549,0.05907172995780591,0.14345991561181434,0.016877637130801686,0.029535864978902954,0.0,0.0,0.0,0.11392405063291139,0.7468354430379747,0.5949367088607594,1.6244725738396624,3.7088607594936707,0.5949367088607594,0.7637130801687764,0.42616033755274263,2.0759493670886076,2.649789029535865,6.39662447257384,2.261603375527426,1.0759493670886076,2.3966244725738397,13.371308016877638,1.5274261603375527,0.5316455696202531,237
Luna Blaster Neo,Fizzy Bomb,Ultra Stamp,Blaster,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/1/11/S3_Weapon_Main_Luna_Blaster_Neo.png/256px-S3_Weapon_Main_Luna_Blaster_Neo.png,https://cdn.wikimg.net/en/splatoonwiki/images/c/c4/S3_Weapon_Sub_Fizzy_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/70/S3_Weapon_Special_Ultra_Stamp.png/120px-S3_Weapon_Special_Ultra_Stamp.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/5/5b/S3_Icon_Blaster.png/120px-S3_Icon_Blaster.png,180.0,0.05416666666666667,0.19583333333333333,0.1875,0.004166666666666667,0.025,0.004166666666666667,0.0,0.004166666666666667,0.025,0.8083333333333333,0.5333333333333333,1.9208333333333334,3.654166666666667,0.7625,0.7291666666666666,0.7375,1.2958333333333334,2.8333333333333335,5.783333333333333,3.591666666666667,0.6166666666666667,2.5208333333333335,12.420833333333333,1.4375,0.2791666666666667,240
Mini Splatling,Burst Bomb,Ultra Stamp,Splatling,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/86/S3_Weapon_Main_Mini_Splatling.png/256px-S3_Weapon_Main_Mini_Splatling.png,https://cdn.wikimg.net/en/splatoonwiki/images/3/3a/S3_Weapon_Sub_Burst_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/70/S3_Weapon_Special_Ultra_Stamp.png/120px-S3_Weapon_Special_Ultra_Stamp.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/a/af/S3_Icon_Splatling.png/120px-S3_Icon_Splatling.png,190.0,0.030303030303030304,0.17316017316017315,0.017316017316017316,0.012987012987012988,0.0,0.008658008658008658,0.008658008658008658,0.021645021645021644,0.008658008658008658,0.7359307359307359,0.14285714285714285,1.3506493506493507,2.7965367965367967,1.121212121212121,0.8398268398268398,1.8744588744588744,1.5021645021645023,1.722943722943723,3.207792207792208,0.9696969696969697,0.4805194805194805,5.337662337662338,0.8354978354978355,1.4675324675324675,21.89177489177489,231
Mint Decavitator,Suction Bomb,Big Bubbler,Splatana,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c9/S3_Weapon_Main_Mint_Decavitator.png/256px-S3_Weapon_Main_Mint_Decavitator.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f2/S3_Weapon_Sub_Suction_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/e/ef/S3_Weapon_Special_Big_Bubbler.png/120px-S3_Weapon_Special_Big_Bubbler.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/7/7c/S3_Icon_Splatana.png/120px-S3_Icon_Splatana.png,210.0,0.016666666666666666,0.05,0.05,0.0,0.008333333333333333,0.0,0.0,0.0,0.004166666666666667,0.9833333333333333,0.875,2.3666666666666667,4.8625,0.11666666666666667,0.2125,1.3625,1.9416666666666667,0.0375,6.933333333333334,1.1458333333333333,0.17916666666666667,2.654166666666667,12.933333333333334,2.3,0.07916666666666666,240
N-ZAP '85,Suction Bomb,Tacticooler,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/f/f6/S3_Weapon_Main_N-ZAP_%2785.png/256px-S3_Weapon_Main_N-ZAP_%2785.png,https://cdn.wikimg.net/en/splatoonwiki/images/f/f2/S3_Weapon_Sub_Suction_Bomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c0/S3_Weapon_Special_Tacticooler.png/120px-S3_Weapon_Special_Tacticooler.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,200.0,0.008333333333333333,0.5916666666666667,0.004166666666666667,0.004166666666666667,0.0,0.0,0.0,0.025,0.004166666666666667,0.8958333333333334,0.2916666666666667,1.8,3.091666666666667,0.44166666666666665,0.7916666666666666,10.729166666666666,0.2708333333333333,2.025,4.141666666666667,0.6083333333333333,6.758333333333334,2.779166666666667,0.5083333333333333,1.45,3.3541666666666665,240
N-ZAP '89,Autobomb,Super Chump,Shooter,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/9/98/S3_Weapon_Main_N-ZAP_%2789.png/256px-S3_Weapon_Main_N-ZAP_%2789.png,https://cdn.wikimg.net/en/splatoonwiki/images/6/6d/S3_Weapon_Sub_Autobomb_Flat.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/8/8c/S3_Weapon_Special_Super_Chump.png/120px-S3_Weapon_Special_Super_Chump.png,https://cdn.wikimg.net/en/splatoonwiki/images/thumb/c/c8/S3_Icon_Shooter.png/120px-S3_Icon_Shooter.png,170.0,0.00847457627118644,0.4025423728813559,0.08050847457627118,0.0,0.00847457627118644,0.00847457627118644,0.0,0.00847457627118644,0.0423728813559322,0.6440677966101694,0.2754237288135593,1.9830508474576272,2.885593220338983,1.0635593220338984,2.3389830508474576,6.665254237288136,1.4576271186440677,2.6737288135593222,5.877118644067797,5.1525423728813555,1.9576271186440677,2.1228813559322033,1.9194915254237288,1.5042372881355932,4.610169491525424,236
